rank,player,position,college,_match_score,_matched_name,_matched_team,def_int,def_int_avg,def_int_td,def_int_yds,def_pd,def_qb_hur,def_sacks,def_solo,def_tfl,def_tot,defensive_td,pass_att,pass_cmp,pass_cmp_pct,pass_int,pass_td,pass_yds,pass_ypa,rec,rec_long,rec_td,rec_yds,rec_ypr,rush_att,rush_long,rush_td,rush_yds,rush_ypc,position_group,combine_invite,height,weight,40_yard,vertical,bench_press,broad_jump,three_cone,shuttle,age,age_estimated,has_passing,has_rushing,has_receiving,has_defensive,has_college_stats,ras_score,ras_drills_used,ras_reliable,speed_score,college_sp_plus,college_sp_offense,college_sp_defense,college_sos,position_rank,positions_ahead,draft_class_position_depth,years_in_college,is_underclassman,experience_score,height_z,weight_z,size_score,team_total_yards,dominator_rating,td_int_ratio,yards_per_attempt,completion_pct,dual_threat_score,college_starts_sweet_spot,conference_tier,boards_count,rank_high,rank_low,rank_stddev,rank_range,visit_count,top30_visit_flag,visited_teams,visit_cancelled_flag,stock_direction,senior_bowl_standout,senior_bowl_invite,cfp_participant,injury_dnp_flag,acl_flag,shoulder_flag,spine_flag,has_injury_flag,heisman_flag,major_award_flag,pff_minus_consensus,pff_grade_3yr,pff_waa,trajectory_up_down,intel_link_max,intel_top_team,first_round_mock_rate,drill_missing_40,drill_missing_vertical,drill_missing_broad,positional_value_prior,positional_value_adjusted,is_position_rank_1,position_gap_to_next,position_elite_flag,positional_value_tension,position_historical_round_avg,position_historical_round_std,visit_exclusivity,market_consensus_score,position_scarcity_vs_historical,pff_rank,explosion_index,sack_projection_proxy,consensus_pct_within_position,scouts_grade_primary,scouts_grade_secondary,scouts_grade_proxy,analyst_disagreement_flag,analyst_herding_score,late_consensus_move,betting_implied_prob
,Makari Vickers,CB,Colorado,100.0,Makari Vickers,Colorado,,,,,2.0,1.0,0.0,8.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,20.0,1,0,0,0,1,1,,0,0,,-8.3,22.6,29.5,44.0,316,315,437,3.0,1.0,30.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.1847313854853911,-12.273501994074577,,,,0.2151898734177215,,21.51898734177216,21.51898734177216,0,,0,
,Calvin Simpson-Hunt,CB,Baylor,100.0,Calvin Simpson-Hunt,Baylor,,,,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,20.0,1,0,0,0,1,1,,0,0,,1.4,32.8,33.3,49.0,317,316,437,3.0,1.0,30.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.1837888784165881,-12.273501994074577,,,,0.2025316455696202,,20.253164556962023,20.253164556962023,0,,0,
,Markee Anderson,IOL,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,20.0,1,0,0,0,0,0,,0,0,,5.9,24.6,20.2,13.0,318,317,437,3.0,1.0,30.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,3,0.0671140939597315,0,0,0,0,,,0,0.1828463713477851,,,,,0.3417721518987342,,34.17721518987342,34.17721518987342,0,,0,
,Lewis Carter,LB,UCF,100.0,Lewis Carter,UCF,,,,,1.0,1.0,2.0,55.0,4.0,95.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,21.0,1,0,0,0,1,1,,0,0,,-1.2,23.2,24.0,55.0,319,318,437,4.0,0.0,40.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,5,0.1118568232662192,0,0,0,0,4.166666666666667,1.8347152500215944,0,0.181903864278982,-6.086976429335179,,,,0.2857142857142857,,28.57142857142857,28.57142857142857,0,,0,
,Bravion Rogers,CB,Texas A&M,100.0,Bravion Rogers,Texas A&M,,,,,0.0,1.0,0.0,4.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,21.0,1,0,0,0,1,1,,0,0,,20.7,38.0,16.4,18.0,320,319,437,4.0,0.0,40.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.180961357210179,-12.273501994074577,,,,0.189873417721519,,18.9873417721519,18.9873417721519,0,,0,
,Ayden Williams,WR,Mississippi State,100.0,Ayden Williams,Mississippi State,,,,,,,,,,,,,,,,,,,19.0,49.0,0.0,222.0,11.7,,,,,,SKILL,0,,,,,,,,,21.0,1,0,0,1,0,1,,0,0,,4.1,31.6,29.0,21.0,144,143,192,4.0,0.0,40.0,,,,5189.0,4.278280978994026,,,,,,3,,,,,,14,1,"Bengals,Bills,Broncos,Browns,Chargers,Colts,Dolphins,Jaguars,Jets,Patriots,Ravens,Steelers,Texans,Titans",0,0,0,0,1,0,0,0,0,0,0,0,,,,,0,,1.0,0,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.5230914231856738,-23.153510187736227,,,,0.2346938775510204,,23.469387755102044,23.469387755102044,0,,0,
,Brenan Vernon,DL,Notre Dame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,20.0,1,0,0,0,0,0,,0,0,,24.4,40.0,16.3,47.0,321,320,437,3.0,1.0,30.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,0,0.179076343072573,-6.3613121393963565,,,,0.2575757575757575,,25.75757575757576,25.75757575757576,0,,0,
,Shamurad Umarov,OT,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL,0,,,,,,,,,20.0,1,0,0,0,0,0,,0,0,,15.0,39.3,25.4,36.0,48,47,62,3.0,1.0,30.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,8,1.1111111111111112,0,0,0,0,5.0,2.273030282830976,0,0.17813383600377,-16.420433326518232,,,,0.2295081967213115,,22.95081967213115,22.95081967213115,0,,0,
,Calvin Clements,OT,Kansas,100.0,Calvin Clements,Kansas,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,OL,0,,,,,,,,,20.0,1,0,0,0,1,1,,0,0,,4.1,30.9,28.5,39.0,49,48,62,3.0,1.0,30.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,8,1.1111111111111112,0,0,0,0,5.0,2.273030282830976,0,0.1771913289349669,-16.420433326518232,,,,0.2131147540983606,,21.311475409836067,21.311475409836067,0,,0,
,James Durand,IOL,Western Illinois,85.5,James Thompson Jr.,Illinois,,,,,1.0,2.0,1.5,15.0,2.5,33.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,20.0,1,0,0,0,1,1,,0,0,,12.9,33.3,21.7,23.0,322,321,437,3.0,1.0,30.0,,,,,,,,,,,1,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,3,0.0671140939597315,0,0,0,0,,,0,0.1762488218661639,,,,,0.3291139240506329,,32.91139240506329,32.91139240506329,0,,0,
,Grayson Loftis,QB,Charlotte,100.0,Grayson Loftis,Charlotte,,,,,,,,,,,,232.0,128.0,0.552,8.0,8.0,1415.0,6.1,,,,,,47.0,15.0,0.0,-86.0,-1.8,QB,0,,,,,,,,,20.0,1,1,1,0,0,1,,0,0,,-26.7,14.5,39.8,71.0,27,26,37,3.0,1.0,30.0,,,,,,1.0,6.099137931034483,55.172413793103445,-43.0,0.0,1,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,10,2.127659574468085,0,0,0,0,3.788732394366197,2.2735465872743936,0,0.1753063147973609,-11.776765859603485,,,,0.2777777777777778,,27.77777777777778,27.77777777777778,0,,0,
,Sedrick Alexander,RB,Vanderbilt,100.0,Sedrick Alexander,Vanderbilt,,,,,,,,,,,,,,,,,,,16.0,26.0,4.0,181.0,11.3,103.0,65.0,11.0,563.0,5.5,SKILL,0,,,,,,,,,21.0,1,0,1,1,0,1,,0,0,,20.3,39.9,21.4,28.0,145,144,192,4.0,0.0,40.0,,,,6022.0,12.35469943540352,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0,,0.0,0,0,0,2,0.099009900990099,0,0,0,0,4.434426229508197,1.7860233537478658,0,0.1743638077285579,-10.41694871413028,,,,0.3399999999999999,,34.0,34.0,0,,0,
,A'Marion McCoy,CB,Boise State,100.0,A'Marion McCoy,Boise State,4.0,20.5,2.0,82.0,3.0,0.0,0.0,16.0,2.5,27.0,2.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,3.1,29.1,25.1,69.0,323,322,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.1734213006597549,-12.273501994074577,,,,0.1772151898734176,,17.721518987341767,17.721518987341767,0,,0,
,Davin Stoffel,TE,Illinois,100.0,Davin Stoffel,Illinois,,,,,,,,,,,,,,,,,,,1.0,24.0,0.0,24.0,24.0,,,,,,SKILL,0,,,,,,,,,20.0,1,0,0,1,0,1,,0,0,,12.9,33.3,21.7,23.0,146,145,192,3.0,1.0,30.0,,,,4861.0,0.4937255708701913,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,5,0.2475247524752475,0,0,0,0,4.105882352941176,1.7184123999990772,0,0.1724787935909519,-9.09437144246762,,,,0.1463414634146341,,14.634146341463415,14.634146341463415,0,,0,
,Denver Harris,CB,UNLV,100.0,Denver Harris,UNLV,,,,,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,4.3,33.8,29.8,125.0,324,323,437,5.0,0.0,50.0,,,,,,,,,,,2,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.1715362865221489,-12.273501994074577,,,,0.1645569620253164,,16.455696202531644,16.455696202531644,0,,0,
,Travis Shaw,DL,Texas,100.0,Travis Shaw,Texas,,,,,0.0,0.0,0.0,3.0,1.0,13.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,16.2,32.9,17.9,9.0,325,324,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,0,0.1705937794533459,-6.3613121393963565,,,,0.2424242424242424,,24.24242424242424,24.24242424242424,0,,0,
,Braylin Presley,WR,Tulsa,100.0,Braylin Presley,Tulsa,,,,,,,,,,,,,,,,,,,18.0,22.0,1.0,115.0,6.4,32.0,28.0,1.0,215.0,6.7,SKILL,0,,,,,,,,,22.0,1,0,1,1,0,1,,0,0,,-10.0,21.7,33.1,118.0,147,146,192,5.0,0.0,50.0,,,,4782.0,6.900878293601004,,,,,,2,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0,,0.0,0,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.1696512723845429,-23.153510187736227,,,,0.2244897959183673,,22.44897959183674,22.44897959183674,0,,0,
,Jaylon Glover,RB,UNLV,100.0,Jaylon Glover,UNLV,,,,,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,,,6.0,19.0,0.0,51.0,8.5,62.0,43.0,1.0,379.0,6.1,SKILL,0,,,,,,,,,20.0,1,0,1,1,1,1,,0,0,,4.3,33.8,29.8,125.0,148,147,192,3.0,1.0,30.0,,,,6255.0,6.874500399680255,,,,,,2,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,2,0.099009900990099,0,0,0,0,4.434426229508197,1.7860233537478658,0,0.1687087653157398,-10.41694871413028,,,,0.3199999999999999,,32.0,32.0,0,,0,
,Holden Staes,TE,Indiana,100.0,Holden Staes,Indiana,,,,,,,,,,,,,,,,,,,7.0,18.0,2.0,62.0,8.9,,,,,,SKILL,0,,,,,,,,,22.0,1,0,0,1,0,1,,0,0,,32.4,40.8,9.9,10.0,149,148,192,5.0,0.0,50.0,,,,7301.0,0.849198739898644,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,5,0.2475247524752475,0,0,0,0,4.105882352941176,1.7184123999990772,0,0.1677662582469368,-9.09437144246762,,,,0.1219512195121951,,12.195121951219512,12.195121951219512,0,,0,
,Shawn Murphy,LB,South Carolina,100.0,Shawn Murphy,South Carolina,,,,,1.0,1.0,0.0,26.0,3.5,49.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,21.0,1,0,0,0,1,1,,0,0,,5.9,24.6,20.2,13.0,326,325,437,4.0,0.0,40.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,5,0.1118568232662192,0,0,0,0,4.166666666666667,1.8347152500215944,0,0.1668237511781338,-6.086976429335179,,,,0.2678571428571429,,26.78571428571429,26.78571428571429,0,,0,
,Dayne Shor,OT,Akron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL,0,,,,,,,,,21.0,1,0,0,0,0,0,,0,0,,-13.9,17.2,29.3,130.0,50,49,62,4.0,0.0,40.0,,,,,,,,,,,2,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,8,1.1111111111111112,0,0,0,0,5.0,2.273030282830976,0,0.1658812441093308,-16.420433326518232,,,,0.1967213114754098,,19.672131147540984,19.672131147540984,0,,0,
,Tobias Merriweather,WR,Utah,100.0,Tobias Merriweather,Utah,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,8.0,36.0,0.0,130.0,16.3,,,,,,SKILL,0,,,,,,,,,21.0,1,0,0,1,1,1,,0,0,,22.2,39.7,17.5,60.0,150,149,192,4.0,0.0,40.0,,,,6281.0,2.069734118770896,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.1649387370405278,-23.153510187736227,,,,0.2142857142857143,,21.42857142857143,21.42857142857143,0,,0,
,Jamari Lyons,DL,Florida,100.0,Jamari Lyons,Florida,,,,,0.0,0.0,0.0,6.0,1.0,18.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,21.0,1,0,0,0,1,1,,0,0,,3.5,24.5,22.6,3.0,327,326,437,4.0,0.0,40.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,0,0.1639962299717248,-6.3613121393963565,,,,0.2272727272727273,,22.72727272727273,22.72727272727273,0,,0,
,Amari Niblack,TE,Texas A&M,100.0,Amari Niblack,Texas A&M,,,,,,,,,,,,,,,,,,,5.0,23.0,0.0,69.0,13.8,,,,,,SKILL,0,,,,,,,,,22.0,1,0,0,1,0,1,,0,0,,20.7,38.0,16.4,18.0,151,150,192,5.0,0.0,50.0,,,,5783.0,1.1931523430745288,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,5,0.2475247524752475,0,0,0,0,4.105882352941176,1.7184123999990772,0,0.1630537229029218,-9.09437144246762,,,,0.097560975609756,,9.756097560975608,9.756097560975608,0,,0,
,TreVonte Citizen,RB,McNeese State,90.9090909090909,Trevonte' Citizen,McNeese,,,,,,,,,,,,,,,,,,,8.0,16.0,0.0,67.0,8.4,85.0,79.0,4.0,503.0,5.9,SKILL,0,,,,,,,,,20.0,1,0,1,1,0,1,,0,0,,4.8,31.4,25.5,34.0,152,151,192,3.0,1.0,30.0,,,,5106.0,11.163337250293772,,,,,,1,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0,,0.0,0,0,0,2,0.099009900990099,0,0,0,0,4.434426229508197,1.7860233537478658,0,0.1621112158341187,-10.41694871413028,,,,0.3,,30.000000000000004,30.000000000000004,0,,0,
,Kobe Prentice,WR,Baylor,100.0,Kobe Prentice,Baylor,,,,,,,,,,,,,,,,,,,26.0,73.0,6.0,380.0,14.6,,,,,,SKILL,0,,,,,,,,,22.0,1,0,0,1,0,1,,0,0,,1.4,32.8,33.3,49.0,153,152,192,5.0,0.0,50.0,,,,5414.0,7.018840044329516,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.1611687087653157,-23.153510187736227,,,,0.2040816326530612,,20.40816326530612,20.40816326530612,0,,0,
,Zion Branch,S,Georgia,100.0,Zion Branch,Georgia,,,,,1.0,0.0,0.0,17.0,1.0,23.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,21.0,1,0,0,0,1,1,,0,0,,24.1,37.0,14.8,17.0,328,327,437,4.0,0.0,40.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,4,0.0894854586129753,0,0,0,0,4.557692307692308,1.8933678007611927,0,0.1602262016965127,-5.27476736280448,,,,0.2352941176470588,,23.529411764705888,23.529411764705888,0,,0,
,Kaleb Brown,WR,UAB,100.0,Kaleb Brown,UAB,,,,,,,,,,,,,,,,,,,17.0,61.0,2.0,255.0,15.0,1.0,5.0,0.0,5.0,5.0,SKILL,0,,,,,,,,,21.0,1,0,1,1,0,1,,0,0,,-15.8,25.5,39.8,84.0,154,153,192,4.0,0.0,40.0,,,,4852.0,5.358615004122012,,,,,,2,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.1592836946277097,-23.153510187736227,,,,0.1938775510204081,,19.387755102040817,19.387755102040817,0,,0,
,Khurtiss Perry,DL,Jacksonville State,100.0,Khurtiss Perry,Jacksonville State,,,,,0.0,0.0,2.0,12.0,4.0,18.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,21.0,1,0,0,0,1,1,,0,0,,-6.7,27.2,32.4,135.0,329,328,437,4.0,0.0,40.0,,,,,,,,,,,2,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,6,0.1342281879194631,0,0,0,0,3.8472222222222223,2.0872498397613364,0,0.1583411875589066,-6.3613121393963565,,,,0.2121212121212121,,21.21212121212121,21.21212121212121,0,,0,
,Jacolby Spells,CB,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,,0,0,0,0,0,0,,0,0,,-6.8,22.8,30.0,33.0,330,329,437,,,,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.1573986804901036,-12.273501994074577,,,,0.1518987341772152,,15.189873417721522,15.189873417721522,0,,0,
,Kyion Grayes,WR,California,100.0,Kyion Grayes,California,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,1.0,10.0,0.0,10.0,10.0,,,,,,SKILL,0,,,,,,,,,20.0,1,0,0,1,1,1,,0,0,,-3.2,25.6,27.9,79.0,155,154,192,3.0,1.0,30.0,,,,4652.0,0.2149613069647463,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,-1.0,0,,0.0,0,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.1564561734213006,-23.153510187736227,,,,0.183673469387755,,18.36734693877551,18.36734693877551,0,,0,
,Collin Sadler,OT,Clemson,100.0,Collin Sadler,Clemson,,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,2.0,2.0,,,,,,OL,0,,,,,,,,,21.0,1,0,0,1,0,1,,0,0,,9.5,27.5,18.9,57.0,51,50,62,4.0,0.0,40.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,8,1.1111111111111112,0,0,0,0,5.0,2.273030282830976,0,0.1555136663524976,-16.420433326518232,,,,0.180327868852459,,18.032786885245898,18.032786885245898,0,,0,
,C.J. Williams,WR,Stanford,91.66666666666666,CJ Williams,Stanford,,,,,,,,,,,,,,,,,,,60.0,36.0,6.0,757.0,12.6,,,,,,SKILL,0,,,,,,,,,22.0,1,0,0,1,0,1,,0,0,,-11.8,18.4,28.6,27.0,156,155,192,5.0,0.0,50.0,,,,3690.0,20.51490514905149,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.1545711592836946,-23.153510187736227,,,,0.173469387755102,,17.3469387755102,17.3469387755102,0,,0,
,Antonio Gates Jr.,WR,Delaware State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKILL,0,,,,,,,,,,0,0,0,0,0,0,,0,0,,-10.9,26.2,36.2,131.0,157,156,192,,,,,,,5340.0,0.0,,,,,,1,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.3465346534653465,0,0,0,0,3.888324873096447,2.0498172482106414,0,0.1536286522148916,-23.153510187736227,,,,0.1632653061224489,,16.326530612244895,16.326530612244895,0,,0,
,Popeye Williams,EDGE,Western Michigan,100.0,Popeye Williams,Western Michigan,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,21.0,1,0,0,0,1,1,,0,0,,-1.4,21.7,21.8,111.0,331,330,437,4.0,0.0,40.0,,,,,,,,,,,2,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,9,0.2013422818791946,0,0,0,0,,,0,0.1526861451460885,,,,,0.275,,27.500000000000004,27.500000000000004,0,,0,
,J.Q. Hardaway,CB,Kentucky,100.0,J.Q. Hardaway,Kentucky,1.0,0.0,0.0,0.0,5.0,0.0,1.0,40.0,2.0,58.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,,0,0,0,0,1,1,,0,0,,1.8,25.5,23.7,11.0,332,331,437,,,,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,7,0.1565995525727069,0,0,0,0,4.191304347826087,1.959661858470061,0,0.1517436380772855,-12.273501994074577,,,,0.1392405063291139,,13.924050632911388,13.924050632911388,0,,0,
,Malick Sylla,EDGE,Mississippi State,100.0,Malick Sylla,Mississippi State,,,,,1.0,4.0,1.0,9.0,6.0,30.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,4.1,31.6,29.0,21.0,333,332,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,9,0.2013422818791946,0,0,0,0,,,0,0.1508011310084825,,,,,0.2624999999999999,,26.25,26.25,0,,0,
,Cole Hutson,IOL,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,0,0,,0,0,,16.2,32.9,17.9,9.0,334,333,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,3,0.0671140939597315,0,0,0,0,,,0,0.1498586239396795,,,,,0.3164556962025316,,31.64556962025317,31.64556962025317,0,,0,
,Justice Finkley,EDGE,Kansas,100.0,Justice Finkley,Kansas,,,,,0.0,5.0,1.0,13.0,3.0,27.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,4.1,30.9,28.5,39.0,335,334,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,9,0.2013422818791946,0,0,0,0,,,0,0.1489161168708765,,,,,0.25,,25.0,25.0,0,,0,
,Maalik Murphy,QB,Oregon State,100.0,Maalik Murphy,Oregon State,,,,,,,,,,,,276.0,160.0,0.58,8.0,9.0,1802.0,6.5,,,,,,23.0,11.0,1.0,-58.0,-2.5,QB,0,,,,,,,,,21.0,1,1,1,0,0,1,,0,0,,-15.9,17.0,30.8,64.0,28,27,37,4.0,0.0,40.0,,,,,,1.125,6.528985507246377,57.971014492753625,-24.0,0.0,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,10,2.127659574468085,0,0,0,0,3.788732394366197,2.2735465872743936,0,0.1479736098020735,-11.776765859603485,,,,0.25,,25.0,25.0,0,,0,
,Keaten Wade,EDGE,Colorado,100.0,Keaten Wade,Colorado,,,,,1.0,5.0,2.5,26.0,9.0,47.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,22.0,1,0,0,0,1,1,,0,0,,-8.3,22.6,29.5,44.0,336,335,437,5.0,0.0,50.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,9,0.2013422818791946,0,0,0,0,,,0,0.1470311027332705,,,,,0.2375,,23.750000000000004,23.750000000000004,0,,0,
,Julian Armella,IOL,UCLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,21.0,1,0,0,0,0,0,,0,0,,-8.7,21.7,30.4,5.0,337,336,437,4.0,0.0,40.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,3,0.0671140939597315,0,0,0,0,,,0,0.1460885956644675,,,,,0.3037974683544303,,30.37974683544304,30.37974683544304,0,,0,
,Jayden Virgin-Morgan,EDGE,Boise State,90.0,Jayden Virgin,Boise State,,,,,0.0,12.0,4.0,24.0,10.0,52.0,0.0,,,,,,,,,,,,,,,,,,DEF,0,,,,,,,,,21.0,1,0,0,0,1,1,,0,0,,3.1,29.1,25.1,69.0,338,337,437,4.0,0.0,40.0,,,,,,,,,,,3,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0.0,0,0,0,9,0.2013422818791946,0,0,0,0,,,0,0.1451460885956645,,,,,0.2249999999999999,,22.5,22.5,0,,0,
